division,year_clean,total_inches,state_grouped,position_grouped
II,sophomore,71.0,sc,forward
II,sophomore,76.0,international,center
II,sophomore,68.0,in,guard
II,junior,72.0,sc,forward
II,senior,74.0,international,center
II,sophomore,70.0,international,guard
II,junior,67.0,sc,guard
II,senior,70.0,international,guard
II,senior,71.0,sc,center
II,freshman,72.0,sc,guard
II,junior,67.0,ky,guard
II,senior,74.0,sc,center
II,freshman,74.0,sd,forward
II,junior,68.0,sd,guard
II,freshman,68.0,sd,guard
II,freshman,67.0,sd,forward
II,sophomore,70.0,mn,guard
II,sophomore,65.0,sd,guard
II,sophomore,71.0,sd,guard
II,junior,72.0,sd,forward
II,junior,67.0,ia,guard
II,junior,68.0,mn,guard
II,freshman,70.0,other,forward
II,junior,76.0,other,forward
II,senior,74.0,sd,forward
II,graduate student,75.0,mn,center
III,sophomore,67.0,fl,guard
III,senior,65.0,ar,guard
III,senior,69.0,tx,forward
III,senior,67.0,other,guard
III,junior,68.0,wi,forward
III,senior,67.0,mn,guard
III,senior,63.0,tx,guard
III,senior,62.0,tx,guard
III,sophomore,66.0,ne,guard
III,sophomore,71.0,tx,forward
III,freshman,70.0,tx,center
III,junior,71.0,tx,forward
III,sophomore,71.0,fl,center
II,freshman,73.0,or,forward
II,sophomore,67.0,id,guard
II,senior,65.0,tx,guard
II,senior,69.0,id,guard
II,junior,66.0,id,guard
II,sophomore,68.0,id,guard
II,sophomore,70.0,id,guard
II,freshman,64.0,id,guard
II,junior,68.0,wa,guard
II,sophomore,72.0,other,forward
II,sophomore,68.0,wa,guard
II,junior,73.0,wa,forward
II,junior,73.0,wa,forward
II,sophomore,69.0,wa,guard
II,sophomore,74.0,ga,forward
II,freshman,69.0,oh,guard
II,junior,64.0,wv,guard
II,sophomore,67.0,oh,guard
II,senior,67.0,oh,guard
II,freshman,67.0,international,guard
II,sophomore,67.0,oh,guard
II,senior,72.0,oh,forward
II,freshman,63.0,oh,guard
II,senior,68.0,nc,guard
II,sophomore,74.0,ca,forward
II,freshman,65.0,pa,guard
II,senior,69.0,oh,guard
II,sophomore,70.0,pa,forward
II,freshman,66.0,ct,guard
II,junior,65.0,oh,guard
II,junior,71.0,international,forward
II,sophomore,70.0,wv,guard
II,sophomore,70.0,oh,forward
II,junior,64.0,ok,guard
II,sophomore,72.0,ok,guard
II,sophomore,67.0,wa,guard
II,junior,68.0,international,guard
II,freshman,66.0,ok,guard
II,junior,72.0,co,forward
II,sophomore,71.0,ok,forward
II,freshman,70.0,ok,guard
II,junior,67.0,wa,guard
II,sophomore,73.0,ok,forward
II,sophomore,75.0,ok,forward
II,junior,75.0,international,center
II,senior,71.0,tn,forward
II,senior,69.0,fl,forward
II,junior,65.0,fl,guard
II,junior,69.0,va,guard
II,junior,70.0,tn,guard
II,sophomore,69.0,tn,guard
II,freshman,65.0,ky,guard
II,senior,68.0,oh,guard
II,freshman,69.0,tn,guard
II,senior,66.0,tn,guard
II,freshman,62.0,tn,guard
II,graduate student,69.0,sc,guard
II,senior,67.0,tn,guard
II,freshman,68.0,tn,guard
II,graduate student,71.0,va,forward
II,freshman,71.0,ar,forward
II,freshman,68.0,ar,guard
II,freshman,64.0,ar,guard
II,freshman,67.0,tx,guard
II,freshman,72.0,ar,forward
II,junior,67.0,ar,guard
II,sophomore,68.0,tx,guard
II,sophomore,66.0,ar,guard
II,freshman,70.0,ar,guard
II,sophomore,67.0,tx,guard
II,freshman,69.0,ar,guard
II,freshman,74.0,ms,forward
II,sophomore,71.0,ar,forward
II,sophomore,67.0,mo,guard
II,freshman,72.0,ia,guard
II,sophomore,71.0,ks,guard
II,graduate student,64.0,oh,guard
II,freshman,67.0,mo,guard
II,sophomore,68.0,mn,guard
II,freshman,74.0,ok,forward
II,sophomore,71.0,ne,guard
II,sophomore,71.0,mo,forward
II,sophomore,71.0,ks,guard
II,sophomore,74.0,mo,guard
II,junior,72.0,ia,forward
II,sophomore,66.0,va,guard
II,junior,68.0,ga,guard
II,freshman,66.0,tn,guard
II,sophomore,74.0,nc,forward
II,freshman,67.0,ga,guard
II,senior,66.0,sc,guard
II,sophomore,70.0,international,guard
II,senior,64.0,tx,guard
II,graduate student,72.0,ga,forward
II,senior,75.0,va,forward
II,senior,72.0,other,forward
II,senior,68.0,fl,guard
II,freshman,70.0,tn,guard
II,freshman,71.0,tn,guard
III,freshman,60.0,wv,guard
III,freshman,66.0,pa,guard
III,sophomore,65.0,az,guard
III,sophomore,67.0,ny,guard
III,freshman,68.0,nj,guard
III,junior,70.0,nj,forward
III,graduate student,66.0,fl,guard
III,sophomore,73.0,nj,forward
III,sophomore,70.0,nj,guard
III,freshman,69.0,nj,forward
II,graduate student,70.0,ar,guard
II,sophomore,69.0,ks,guard
II,sophomore,67.0,ar,guard
II,sophomore,72.0,ks,forward
II,fifth year,67.0,ks,guard
II,fifth year,68.0,mo,guard
II,freshman,68.0,ks,guard
II,junior,74.0,mo,center
II,freshman,74.0,mo,forward
II,sophomore,71.0,ks,guard
II,sophomore,69.0,mo,guard
II,freshman,73.0,international,forward
III,freshman,65.0,in,guard
III,junior,65.0,il,guard
III,junior,64.0,il,guard
III,junior,67.0,il,guard
III,junior,73.0,il,forward
III,sophomore,68.0,il,guard
III,junior,67.0,il,guard
III,junior,70.0,in,guard
III,freshman,68.0,wi,guard
III,sophomore,73.0,in,forward
III,junior,70.0,il,guard
III,freshman,66.0,wi,guard
III,freshman,64.0,ar,guard
III,senior,67.0,il,guard
III,senior,68.0,il,guard
III,junior,71.0,il,forward
III,freshman,70.0,il,forward
III,senior,70.0,wi,guard
III,junior,70.0,il,forward
II,junior,69.0,ct,guard
II,graduate student,67.0,md,guard
II,graduate student,63.0,nj,guard
II,sophomore,66.0,ct,guard
II,sophomore,65.0,ct,guard
II,sophomore,63.0,co,guard
II,graduate student,69.0,ct,guard
II,senior,69.0,nj,guard
II,junior,67.0,tx,guard
II,senior,65.0,nj,guard
II,senior,72.0,international,forward
II,junior,72.0,ct,forward
II,junior,73.0,ny,forward
II,junior,74.0,ny,center
II,senior,68.0,ma,guard
III,senior,64.0,in,guard
III,freshman,68.0,ga,guard
III,freshman,66.0,ky,guard
III,sophomore,68.0,ky,guard
III,freshman,69.0,ky,forward
III,freshman,66.0,ma,guard
III,junior,71.0,ky,forward
III,junior,70.0,ky,forward
III,senior,70.0,tn,guard
III,sophomore,66.0,oh,guard
III,junior,66.0,ca,guard
III,sophomore,69.0,tn,forward
III,senior,65.0,ky,guard
II,senior,65.0,ks,guard
II,sophomore,67.0,mo,guard
II,junior,71.0,mo,guard
II,junior,70.0,in,guard
II,freshman,70.0,wi,forward
II,junior,69.0,ne,guard
II,sophomore,75.0,international,center
II,sophomore,73.0,il,forward
II,freshman,65.0,mo,guard
II,senior,71.0,mo,guard
II,senior,71.0,mo,forward
II,freshman,70.0,mo,forward
II,freshman,69.0,mo,guard
II,sophomore,71.0,ne,forward
II,graduate student,71.0,ar,forward
II,freshman,73.0,mo,center
II,sophomore,72.0,mo,forward
II,senior,74.0,mo,center
II,freshman,65.0,va,guard
II,sophomore,68.0,nc,guard
II,junior,70.0,tx,forward
II,senior,60.0,nc,guard
II,junior,67.0,nc,guard
II,senior,71.0,nc,forward
II,senior,68.0,ky,guard
II,senior,68.0,mn,guard
II,senior,72.0,ga,forward
II,freshman,72.0,va,forward
II,freshman,71.0,nc,forward
II,senior,74.0,nc,center
II,junior,71.0,international,forward
II,sophomore,73.0,ga,forward
II,senior,62.0,va,guard
II,junior,69.0,nc,guard
II,junior,70.0,international,guard
II,junior,64.0,tx,guard
II,graduate student,69.0,wa,forward
II,sophomore,67.0,international,guard
II,graduate student,70.0,ca,forward
II,sophomore,72.0,pa,forward
II,graduate student,72.0,tx,center
II,junior,68.0,tx,guard
II,sophomore,72.0,ok,guard
II,junior,69.0,tx,forward
II,junior,71.0,international,forward
II,freshman,70.0,tx,forward
II,junior,75.0,az,center
III,junior,69.0,ny,guard
III,senior,65.0,ny,guard
III,sophomore,63.0,ny,guard
III,freshman,65.0,ny,guard
III,freshman,68.0,ny,guard
III,senior,68.0,ny,guard
III,senior,65.0,ny,guard
III,sophomore,70.0,ny,forward
III,sophomore,66.0,ny,guard
III,sophomore,65.0,ny,guard
III,freshman,68.0,ny,guard
III,senior,67.0,ny,guard
II,freshman,68.0,other,guard
II,freshman,72.0,co,forward
II,sophomore,70.0,ca,forward
II,junior,69.0,wa,guard
II,freshman,67.0,wa,guard
II,freshman,76.0,or,forward
II,freshman,69.0,wa,guard
II,sophomore,70.0,wa,forward
II,sophomore,67.0,ca,guard
II,sophomore,71.0,wa,forward
II,freshman,68.0,wa,guard
II,junior,73.0,wa,center
II,sophomore,73.0,international,center
II,junior,69.0,other,guard
II,sophomore,68.0,ca,guard
II,freshman,63.0,tx,guard
II,junior,66.0,tx,guard
II,junior,75.0,international,forward
II,senior,67.0,pa,guard
II,junior,64.0,tx,guard
II,senior,70.0,international,forward
II,junior,66.0,mi,guard
II,junior,66.0,tx,guard
II,junior,70.0,wa,guard
II,senior,69.0,tx,guard
II,junior,71.0,tx,guard
II,sophomore,71.0,tx,forward
II,freshman,73.0,tx,forward
II,senior,72.0,international,forward
II,senior,66.0,ny,guard
II,junior,65.0,ct,guard
II,freshman,71.0,ny,forward
II,freshman,63.0,fl,guard
II,sophomore,67.0,ct,guard
II,freshman,67.0,ia,guard
II,junior,72.0,nj,forward
II,senior,72.0,ny,forward
II,junior,69.0,ny,guard
II,junior,67.0,ny,guard
II,sophomore,72.0,ct,forward
II,junior,73.0,nj,forward
II,sophomore,72.0,ny,forward
III,junior,65.0,tx,guard
III,sophomore,69.0,tx,guard
III,sophomore,70.0,ms,forward
III,junior,69.0,tx,forward
III,freshman,64.0,tx,guard
III,senior,69.0,tx,forward
III,freshman,72.0,tx,forward
III,freshman,66.0,tx,guard
III,sophomore,67.0,tx,guard
III,senior,70.0,tx,forward
III,freshman,65.0,tx,guard
III,freshman,68.0,tx,guard
III,sophomore,65.0,tx,guard
III,freshman,68.0,tx,guard
III,senior,68.0,tx,guard
III,freshman,69.0,tx,forward
III,freshman,70.0,tx,forward
III,junior,70.0,tx,forward
III,freshman,63.0,tx,guard
III,junior,69.0,il,guard
III,junior,67.0,mo,guard
III,freshman,68.0,other,guard
III,freshman,67.0,fl,guard
III,senior,67.0,il,forward
III,senior,66.0,il,guard
III,freshman,65.0,il,guard
III,freshman,68.0,al,guard
III,freshman,73.0,il,forward
III,junior,67.0,il,guard
III,junior,67.0,mo,guard
III,freshman,71.0,fl,forward
II,sophomore,65.0,tx,guard
II,senior,68.0,tx,guard
II,sophomore,64.0,tx,guard
II,freshman,68.0,ok,guard
II,senior,66.0,tx,guard
II,sophomore,71.0,ok,guard
II,sophomore,70.0,tx,forward
II,sophomore,70.0,tx,forward
II,freshman,72.0,ok,forward
II,freshman,69.0,tx,guard
II,freshman,67.0,tx,guard
II,sophomore,66.0,tx,guard
II,junior,71.0,tx,forward
II,sophomore,70.0,ok,forward
II,freshman,73.0,tx,forward
II,freshman,68.0,tx,guard
II,senior,64.0,ms,guard
II,freshman,69.0,tx,guard
II,freshman,65.0,tx,guard
II,senior,72.0,ar,forward
II,senior,67.0,ok,guard
II,sophomore,66.0,la,guard
II,freshman,65.0,tx,guard
II,junior,71.0,la,guard
II,senior,70.0,tx,guard
II,senior,70.0,ar,guard
II,freshman,68.0,la,guard
II,freshman,64.0,ar,guard
II,senior,71.0,ar,guard
II,sophomore,67.0,la,guard
II,junior,67.0,tx,guard
II,freshman,71.0,tn,forward
III,freshman,69.0,nc,guard
III,graduate student,67.0,pa,guard
III,freshman,67.0,va,guard
III,junior,61.0,va,guard
III,freshman,66.0,pa,guard
III,junior,66.0,md,guard
III,graduate student,67.0,va,guard
III,freshman,70.0,pa,guard
III,sophomore,75.0,nj,forward
III,freshman,71.0,va,guard
III,sophomore,73.0,va,forward
III,junior,73.0,va,forward
III,sophomore,69.0,va,guard
III,senior,72.0,pa,guard
III,senior,70.0,va,forward
III,freshman,74.0,pa,forward
III,freshman,73.0,va,forward
III,junior,63.0,tx,guard
III,senior,66.0,tx,guard
III,junior,66.0,tx,guard
III,freshman,62.0,tx,guard
III,freshman,67.0,tx,guard
III,senior,66.0,tx,guard
III,senior,64.0,tx,guard
III,freshman,68.0,tx,guard
III,junior,69.0,tx,forward
III,freshman,69.0,tx,guard
III,sophomore,69.0,tx,guard
III,freshman,69.0,other,guard
III,senior,71.0,az,forward
III,senior,70.0,tx,forward
III,sophomore,71.0,tx,forward
III,sophomore,71.0,tx,forward
I,sophomore,70.0,tx,guard
I,sophomore,72.0,other,forward
I,freshman,67.0,mi,guard
I,junior,68.0,international,guard
I,sophomore,71.0,tx,guard
I,junior,68.0,international,guard
I,senior,70.0,tx,forward
I,junior,76.0,nc,center
I,sophomore,69.0,tx,guard
I,sophomore,69.0,nj,guard
I,senior,63.0,international,guard
I,junior,78.0,international,center
I,junior,73.0,international,forward
I,junior,70.0,international,guard
I,senior,72.0,international,forward
III,freshman,68.0,nj,guard
III,junior,71.0,ny,forward
III,freshman,68.0,ny,guard
III,senior,66.0,ny,guard
III,junior,66.0,ny,guard
III,freshman,67.0,ny,guard
III,sophomore,66.0,oh,guard
III,freshman,64.0,ny,guard
III,freshman,70.0,ny,guard
III,sophomore,70.0,ny,forward
III,freshman,73.0,ny,forward
III,sophomore,67.0,ny,guard
III,junior,73.0,ny,forward
III,sophomore,74.0,ny,forward
II,senior,66.0,oh,guard
II,freshman,66.0,oh,guard
II,graduate student,65.0,ny,guard
II,senior,71.0,oh,forward
II,senior,67.0,oh,guard
II,sophomore,71.0,oh,guard
II,graduate student,64.0,ga,guard
II,freshman,65.0,oh,guard
II,senior,68.0,oh,guard
II,freshman,68.0,oh,guard
II,freshman,67.0,oh,guard
II,graduate student,72.0,international,forward
II,sophomore,73.0,oh,forward
II,freshman,68.0,oh,guard
III,freshman,62.0,wa,guard
III,junior,68.0,id,guard
III,freshman,65.0,wa,guard
III,senior,67.0,wa,guard
III,sophomore,70.0,or,guard
III,senior,69.0,ca,forward
III,junior,72.0,wa,forward
III,senior,71.0,ca,forward
III,senior,70.0,wa,guard
III,freshman,70.0,wa,guard
III,junior,66.0,other,guard
III,freshman,70.0,wa,forward
III,junior,67.0,wa,guard
III,junior,69.0,wa,guard
III,senior,68.0,wa,guard
II,sophomore,70.0,sd,guard
II,sophomore,69.0,ne,guard
II,senior,66.0,ia,guard
II,senior,68.0,mn,guard
II,sophomore,72.0,mn,forward
II,junior,69.0,mn,guard
II,sophomore,73.0,ne,forward
II,sophomore,71.0,wi,guard
II,senior,72.0,ia,forward
II,freshman,74.0,other,forward
II,freshman,72.0,ia,guard
II,sophomore,70.0,mn,forward
II,freshman,73.0,sd,forward
II,junior,72.0,sd,forward
II,senior,70.0,ia,guard
II,freshman,73.0,ne,forward
II,freshman,73.0,international,guard
III,freshman,71.0,pa,center
III,freshman,68.0,pa,forward
III,junior,68.0,oh,guard
III,freshman,64.0,wv,guard
III,junior,65.0,pa,guard
III,sophomore,64.0,pa,guard
III,freshman,69.0,pa,guard
III,sophomore,62.0,pa,guard
III,freshman,68.0,pa,forward
III,freshman,69.0,va,guard
III,senior,64.0,oh,guard
III,freshman,64.0,pa,guard
III,freshman,66.0,pa,forward
III,freshman,69.0,pa,center
II,junior,69.0,pa,guard
II,sophomore,68.0,pa,guard
II,freshman,67.0,oh,guard
II,sophomore,71.0,international,guard
II,senior,66.0,international,guard
II,sophomore,68.0,pa,guard
II,freshman,73.0,oh,forward
II,sophomore,69.0,pa,guard
II,sophomore,68.0,oh,guard
II,freshman,68.0,wv,guard
II,junior,69.0,oh,guard
II,senior,75.0,tx,forward
II,sophomore,71.0,oh,forward
II,freshman,68.0,oh,guard
II,senior,69.0,oh,guard
II,senior,67.0,wv,guard
II,freshman,68.0,wv,guard
II,junior,67.0,ky,guard
II,sophomore,68.0,oh,guard
II,freshman,64.0,pa,guard
II,senior,70.0,oh,forward
II,graduate student,67.0,ks,guard
II,senior,73.0,wv,forward
II,senior,70.0,ky,guard
II,senior,70.0,md,forward
II,sophomore,73.0,ny,forward
II,junior,66.0,va,guard
II,sophomore,71.0,ga,forward
II,freshman,75.0,va,center
II,junior,70.0,ga,guard
II,junior,72.0,ga,guard
II,senior,66.0,ga,guard
II,graduate student,68.0,ms,guard
II,senior,66.0,ga,guard
II,senior,66.0,ca,guard
II,senior,70.0,ga,guard
II,graduate student,75.0,ny,center
II,senior,65.0,ny,guard
II,sophomore,70.0,md,forward
II,senior,65.0,az,guard
II,junior,66.0,ga,guard
II,junior,69.0,or,guard
II,freshman,69.0,wa,guard
II,junior,71.0,ca,forward
II,sophomore,73.0,or,forward
II,freshman,69.0,or,guard
II,sophomore,70.0,or,guard
II,sophomore,68.0,wa,guard
II,junior,69.0,wa,guard
II,senior,63.0,other,guard
II,freshman,73.0,or,forward
II,freshman,70.0,or,forward
II,freshman,70.0,other,guard
II,freshman,73.0,or,forward
II,freshman,74.0,or,center
II,senior,70.0,wa,guard
II,freshman,67.0,wa,guard
II,sophomore,70.0,wa,guard
II,freshman,63.0,wa,guard
II,junior,70.0,co,guard
II,senior,67.0,wa,guard
II,junior,75.0,wa,forward
II,senior,71.0,wa,forward
II,sophomore,74.0,or,center
II,freshman,73.0,wa,forward
II,freshman,65.0,wa,guard
II,sophomore,69.0,wa,guard
II,senior,70.0,wa,guard
II,freshman,72.0,wa,guard
II,senior,73.0,ca,center
III,junior,64.0,ma,guard
III,sophomore,66.0,ny,guard
III,senior,66.0,other,guard
III,freshman,66.0,me,guard
III,sophomore,71.0,nh,forward
III,junior,67.0,other,guard
III,senior,60.0,ct,guard
III,junior,70.0,me,forward
III,graduate student,66.0,ct,forward
III,graduate student,65.0,ma,guard
III,senior,69.0,ca,forward
III,junior,67.0,il,guard
III,junior,68.0,il,guard
III,senior,66.0,wi,guard
III,freshman,67.0,wi,guard
III,freshman,69.0,il,guard
III,sophomore,66.0,tx,guard
III,senior,66.0,wi,guard
III,junior,69.0,il,forward
III,sophomore,68.0,il,forward
III,sophomore,64.0,wi,guard
III,freshman,67.0,wi,guard
III,junior,70.0,il,guard
III,freshman,70.0,il,forward
III,senior,69.0,il,guard
III,sophomore,71.0,il,forward
III,sophomore,70.0,il,guard
III,sophomore,68.0,il,forward
III,freshman,70.0,il,guard
III,freshman,70.0,other,guard
III,freshman,65.0,other,guard
III,graduate student,69.0,ma,guard
III,senior,66.0,other,guard
III,freshman,69.0,me,guard
III,freshman,70.0,other,guard
III,graduate student,67.0,nj,guard
III,freshman,70.0,other,forward
III,senior,68.0,ma,forward
III,sophomore,73.0,other,forward
III,sophomore,65.0,me,guard
III,senior,61.0,ny,guard
III,sophomore,69.0,ny,guard
III,freshman,69.0,ny,guard
III,sophomore,67.0,ny,guard
III,freshman,69.0,ny,forward
III,sophomore,69.0,ny,guard
III,senior,69.0,ny,forward
III,freshman,70.0,ny,forward
III,sophomore,65.0,ma,guard
III,sophomore,64.0,ma,guard
III,freshman,65.0,ny,guard
III,sophomore,65.0,ny,guard
III,senior,63.0,oh,guard
III,senior,63.0,oh,guard
III,senior,69.0,ky,forward
III,sophomore,66.0,oh,guard
III,freshman,70.0,oh,guard
III,freshman,69.0,oh,guard
III,senior,65.0,oh,guard
III,sophomore,63.0,oh,guard
III,sophomore,65.0,oh,guard
III,freshman,72.0,oh,forward
III,junior,70.0,oh,forward
III,junior,69.0,oh,forward
III,sophomore,68.0,oh,guard
III,freshman,66.0,oh,guard
III,freshman,63.0,oh,guard
III,freshman,69.0,oh,forward
III,sophomore,71.0,in,forward
III,sophomore,76.0,oh,forward
III,freshman,66.0,in,forward
II,sophomore,68.0,nc,guard
II,freshman,65.0,international,guard
II,junior,72.0,nc,guard
II,senior,72.0,ga,guard
II,freshman,66.0,nc,guard
II,freshman,66.0,nc,guard
II,senior,65.0,nc,guard
II,senior,74.0,nc,forward
II,senior,76.0,international,center
II,freshman,72.0,nc,forward
II,senior,74.0,md,forward
II,senior,65.0,nc,guard
II,graduate student,70.0,nc,guard
II,graduate student,73.0,va,guard
II,freshman,66.0,nc,guard
III,junior,70.0,va,forward
III,junior,62.0,oh,guard
III,junior,68.0,pa,guard
III,graduate student,66.0,pa,guard
III,senior,68.0,ct,guard
III,sophomore,66.0,md,guard
III,junior,68.0,nj,guard
III,senior,67.0,md,guard
III,junior,67.0,md,forward
III,senior,70.0,tx,forward
III,junior,70.0,md,forward
III,sophomore,68.0,md,forward
III,freshman,66.0,nj,guard
III,freshman,66.0,va,guard
III,junior,64.0,pa,guard
III,freshman,66.0,tx,guard
III,senior,67.0,ct,guard
III,senior,67.0,nj,guard
III,sophomore,69.0,pa,forward
III,freshman,66.0,il,forward
III,senior,73.0,nj,forward
III,sophomore,72.0,md,forward
III,senior,67.0,pa,guard
III,junior,63.0,pa,guard
III,senior,67.0,pa,guard
III,freshman,69.0,pa,guard
III,senior,66.0,pa,guard
III,freshman,69.0,pa,guard
III,junior,71.0,nj,guard
III,junior,70.0,ny,guard
III,senior,69.0,md,guard
III,sophomore,70.0,pa,guard
III,freshman,72.0,pa,forward
III,freshman,71.0,ga,guard
III,senior,69.0,pa,guard
III,freshman,70.0,ny,guard
III,sophomore,67.0,nj,guard
III,senior,70.0,nj,forward
III,freshman,71.0,pa,forward
III,junior,74.0,pa,forward
III,senior,67.0,il,guard
III,sophomore,68.0,co,guard
III,senior,69.0,ia,forward
III,freshman,67.0,il,guard
III,senior,68.0,il,guard
III,senior,68.0,ia,guard
III,freshman,69.0,il,guard
III,freshman,66.0,mo,guard
III,freshman,65.0,il,guard
III,freshman,70.0,in,guard
III,sophomore,72.0,ne,forward
III,junior,70.0,ia,forward
III,sophomore,71.0,il,guard
III,freshman,72.0,il,forward
III,junior,71.0,il,guard
III,junior,69.0,ia,guard
III,sophomore,73.0,ia,forward
III,junior,72.0,ia,center
III,freshman,73.0,il,forward
III,freshman,71.0,il,forward
III,senior,66.0,me,guard
III,sophomore,69.0,ma,guard
III,sophomore,67.0,ga,guard
III,freshman,68.0,ma,guard
III,junior,70.0,international,forward
III,freshman,66.0,ny,guard
III,junior,71.0,other,forward
III,sophomore,70.0,nj,guard
III,junior,71.0,me,guard
III,freshman,68.0,ma,guard
III,freshman,66.0,international,guard
III,junior,71.0,md,guard
III,freshman,73.0,ny,forward
III,senior,73.0,co,forward
III,sophomore,65.0,mo,guard
III,sophomore,67.0,il,guard
III,freshman,69.0,md,forward
III,senior,68.0,co,forward
III,freshman,69.0,il,guard
III,junior,68.0,nc,guard
III,senior,71.0,ga,forward
III,freshman,71.0,tx,other
III,sophomore,71.0,or,guard
III,sophomore,70.0,nj,guard
III,sophomore,65.0,co,guard
III,senior,65.0,or,guard
III,sophomore,74.0,ny,forward
III,senior,74.0,mo,forward
III,junior,71.0,ca,guard
III,freshman,69.0,ma,forward
III,junior,70.0,il,forward
II,senior,69.0,co,guard
II,freshman,67.0,tx,guard
II,senior,69.0,sd,guard
II,senior,67.0,co,guard
II,freshman,69.0,co,guard
II,junior,67.0,other,guard
II,junior,69.0,co,guard
II,freshman,69.0,co,guard
II,senior,74.0,co,guard
II,junior,72.0,co,forward
II,senior,73.0,co,forward
II,freshman,75.0,or,center
II,senior,72.0,tx,forward
III,sophomore,66.0,tx,guard
III,junior,61.0,pa,guard
III,junior,66.0,mi,guard
