division,year_clean,total_inches,state_grouped,position_grouped
III,freshman,73.0,ga,forward
III,freshman,70.0,ga,guard
III,junior,66.0,ga,guard
III,sophomore,65.0,fl,guard
III,sophomore,71.0,mo,forward
III,sophomore,74.0,fl,center
III,sophomore,74.0,il,center
II,graduate student,67.0,co,guard
II,graduate student,69.0,tx,guard
II,junior,71.0,oh,forward
II,sophomore,64.0,co,guard
II,freshman,64.0,co,guard
II,sophomore,66.0,co,guard
II,senior,65.0,ca,guard
II,junior,73.0,co,forward
II,sophomore,68.0,co,other
II,senior,68.0,other,other
II,graduate student,71.0,co,other
II,sophomore,69.0,az,other
II,junior,72.0,ok,forward
II,junior,73.0,international,forward
III,freshman,64.0,ny,guard
III,freshman,63.0,ct,guard
III,junior,65.0,ct,guard
III,freshman,71.0,ny,guard
III,junior,70.0,ny,forward
III,freshman,69.0,ny,guard
III,junior,73.0,ny,forward
III,senior,72.0,ct,forward
III,junior,71.0,ny,forward
III,junior,69.0,ny,forward
III,sophomore,69.0,ny,forward
III,freshman,71.0,ny,guard
III,sophomore,66.0,ny,guard
III,freshman,73.0,ny,forward
III,senior,65.0,tx,guard
III,sophomore,65.0,tx,guard
III,freshman,68.0,tx,guard
III,freshman,66.0,tx,guard
III,freshman,67.0,tx,guard
III,senior,67.0,la,guard
III,freshman,60.0,tx,guard
III,senior,68.0,tx,guard
III,freshman,68.0,tx,forward
III,junior,67.0,tx,guard
III,freshman,67.0,ok,guard
III,freshman,71.0,tx,forward
III,sophomore,70.0,tx,forward
III,freshman,74.0,tx,center
III,freshman,73.0,tx,guard
III,senior,74.0,tx,center
III,freshman,73.0,tx,center
II,sophomore,69.0,oh,guard
II,sophomore,68.0,oh,guard
II,freshman,67.0,oh,guard
II,senior,70.0,oh,guard
II,senior,67.0,oh,guard
II,senior,73.0,oh,forward
II,sophomore,66.0,oh,guard
II,sophomore,66.0,oh,guard
II,freshman,67.0,oh,guard
II,senior,68.0,oh,guard
II,junior,66.0,oh,guard
II,senior,72.0,oh,forward
III,freshman,65.0,or,guard
III,senior,69.0,or,forward
III,senior,64.0,other,guard
III,senior,66.0,ca,guard
III,junior,72.0,other,forward
III,junior,66.0,or,guard
III,junior,65.0,other,guard
III,junior,69.0,other,forward
III,sophomore,66.0,wa,guard
III,sophomore,63.0,wa,guard
III,freshman,66.0,ca,guard
III,junior,67.0,or,guard
III,senior,67.0,other,guard
III,sophomore,68.0,wa,forward
III,senior,73.0,wa,forward
III,senior,71.0,other,forward
II,sophomore,69.0,mo,guard
II,senior,72.0,ky,guard
II,sophomore,72.0,ks,forward
II,junior,66.0,international,guard
II,sophomore,67.0,mo,guard
II,junior,69.0,mo,guard
II,freshman,68.0,il,guard
II,freshman,68.0,mo,guard
II,junior,67.0,mo,guard
II,junior,69.0,ia,guard
II,sophomore,69.0,la,forward
II,sophomore,68.0,mo,guard
II,sophomore,72.0,ok,forward
II,junior,72.0,international,center
II,junior,78.0,mo,center
II,junior,77.0,ok,center
II,sophomore,67.0,international,guard
II,senior,67.0,co,guard
II,fifth year,67.0,other,guard
II,sophomore,74.0,other,forward
II,sophomore,66.0,other,guard
II,freshman,67.0,co,guard
II,freshman,70.0,co,guard
II,sophomore,69.0,co,forward
II,freshman,72.0,wa,forward
II,freshman,71.0,wi,guard
II,sophomore,72.0,other,forward
II,sophomore,70.0,co,forward
II,sophomore,69.0,tx,guard
III,freshman,63.0,oh,guard
III,freshman,67.0,oh,guard
III,freshman,68.0,oh,guard
III,freshman,67.0,oh,guard
III,sophomore,70.0,oh,forward
III,sophomore,64.0,oh,guard
III,freshman,67.0,in,guard
III,freshman,72.0,oh,center
III,sophomore,68.0,in,guard
III,sophomore,66.0,oh,guard
III,freshman,65.0,oh,guard
III,sophomore,64.0,oh,guard
III,freshman,64.0,oh,guard
III,sophomore,70.0,oh,guard
III,freshman,65.0,oh,guard
III,graduate student,69.0,oh,forward
III,senior,75.0,oh,center
III,freshman,70.0,oh,forward
III,freshman,70.0,oh,forward
III,freshman,73.0,oh,center
II,freshman,65.0,mn,guard
II,freshman,61.0,mn,guard
II,freshman,65.0,mn,guard
II,freshman,64.0,mn,guard
II,junior,74.0,wi,forward
II,sophomore,70.0,mn,guard
II,junior,72.0,mi,guard
II,freshman,66.0,mn,guard
II,freshman,70.0,mn,guard
II,freshman,72.0,mn,forward
II,sophomore,72.0,other,forward
II,junior,72.0,mn,guard
II,senior,75.0,mn,center
II,sophomore,69.0,mn,guard
II,senior,70.0,mn,forward
III,freshman,65.0,ny,guard
III,junior,64.0,ny,guard
III,sophomore,65.0,ny,guard
III,sophomore,65.0,ny,guard
III,junior,64.0,ny,guard
III,senior,64.0,ny,guard
III,junior,69.0,ny,forward
III,freshman,68.0,ny,forward
III,junior,65.0,ny,guard
III,senior,68.0,ny,guard
III,junior,69.0,ny,forward
III,freshman,63.0,ny,guard
III,senior,67.0,ny,forward
III,sophomore,63.0,ct,guard
III,junior,65.0,ct,guard
III,freshman,63.0,ct,guard
III,junior,58.0,ct,guard
III,sophomore,68.0,ct,forward
III,sophomore,66.0,ny,guard
III,freshman,66.0,ct,guard
III,junior,63.0,ny,guard
III,sophomore,67.0,ct,guard
III,junior,68.0,ct,forward
III,sophomore,70.0,ma,forward
III,sophomore,67.0,ct,guard
III,sophomore,71.0,ny,forward
III,sophomore,68.0,ct,forward
III,freshman,68.0,ct,forward
III,sophomore,69.0,ct,forward
II,freshman,68.0,in,guard
II,junior,69.0,mi,guard
II,sophomore,69.0,wi,guard
II,senior,71.0,mi,forward
II,sophomore,70.0,oh,guard
II,freshman,70.0,mi,forward
II,senior,71.0,oh,forward
II,senior,71.0,in,guard
II,senior,71.0,in,guard
II,sophomore,69.0,oh,guard
II,senior,68.0,mn,guard
II,junior,71.0,il,guard
II,junior,74.0,oh,center
II,sophomore,69.0,oh,guard
II,junior,74.0,il,center
II,senior,71.0,mi,forward
II,freshman,70.0,pa,guard
III,freshman,66.0,ct,guard
III,sophomore,66.0,ca,guard
III,junior,66.0,ny,guard
III,freshman,65.0,nj,guard
III,sophomore,66.0,ma,guard
III,senior,73.0,ny,forward
III,junior,69.0,nh,guard
III,freshman,69.0,ca,guard
III,senior,66.0,ny,guard
III,junior,72.0,ma,guard
III,junior,67.0,ny,guard
III,senior,69.0,ct,forward
III,junior,74.0,il,forward
III,junior,65.0,ma,guard
III,freshman,70.0,ct,forward
III,sophomore,66.0,ny,guard
III,freshman,69.0,ct,guard
III,freshman,71.0,ma,forward
III,freshman,73.0,tx,forward
III,sophomore,64.0,tx,guard
III,freshman,65.0,tx,guard
III,sophomore,69.0,tx,guard
III,junior,66.0,tx,guard
III,freshman,71.0,tx,forward
III,sophomore,65.0,tx,guard
III,sophomore,68.0,tx,guard
III,junior,67.0,tx,guard
III,freshman,69.0,tx,guard
III,freshman,68.0,tx,guard
III,junior,67.0,tx,guard
III,junior,65.0,tx,guard
III,sophomore,70.0,tx,forward
III,junior,69.0,tx,forward
III,sophomore,69.0,tx,forward
II,junior,67.0,co,guard
II,junior,67.0,ks,guard
II,sophomore,69.0,ks,guard
II,freshman,70.0,ks,guard
II,freshman,73.0,international,forward
II,senior,75.0,mo,forward
II,junior,70.0,ks,guard
II,sophomore,72.0,ks,forward
II,senior,70.0,ks,forward
II,freshman,71.0,international,guard
II,freshman,67.0,ia,guard
II,senior,71.0,ks,guard
II,freshman,74.0,ks,center
II,junior,70.0,ks,forward
III,sophomore,66.0,nc,guard
III,freshman,66.0,va,guard
III,freshman,68.0,sc,guard
III,junior,68.0,va,forward
III,freshman,67.0,va,forward
III,sophomore,61.0,wv,guard
III,sophomore,70.0,va,forward
III,sophomore,66.0,va,guard
III,freshman,70.0,tx,guard
III,junior,76.0,va,center
III,freshman,66.0,pa,forward
III,junior,67.0,ga,guard
III,freshman,66.0,ga,guard
III,junior,69.0,al,guard
III,sophomore,62.0,fl,guard
III,freshman,63.0,al,guard
III,senior,65.0,al,guard
III,freshman,70.0,al,forward
III,sophomore,69.0,ga,forward
III,sophomore,63.0,tn,guard
III,sophomore,66.0,tn,guard
III,freshman,63.0,tn,guard
III,sophomore,68.0,al,forward
III,senior,70.0,fl,forward
III,freshman,66.0,ga,guard
III,junior,73.0,al,center
III,sophomore,70.0,ks,guard
III,junior,62.0,al,guard
III,senior,66.0,oh,guard
III,sophomore,69.0,oh,guard
III,freshman,68.0,other,guard
III,sophomore,67.0,oh,guard
III,freshman,67.0,oh,guard
III,freshman,73.0,in,guard
III,freshman,68.0,oh,guard
III,junior,67.0,ca,guard
III,senior,69.0,md,guard
III,sophomore,73.0,oh,center
III,junior,69.0,oh,guard
III,freshman,72.0,oh,forward
III,junior,69.0,oh,guard
III,senior,67.0,oh,forward
III,freshman,63.0,mi,guard
III,freshman,66.0,oh,guard
III,senior,69.0,ky,guard
III,senior,64.0,ky,guard
III,freshman,69.0,ky,guard
III,freshman,68.0,ky,guard
III,sophomore,67.0,ky,guard
III,sophomore,64.0,ky,guard
III,sophomore,70.0,ky,forward
III,sophomore,67.0,ky,guard
III,junior,70.0,ky,forward
III,senior,67.0,ky,guard
III,senior,73.0,va,forward
III,junior,67.0,ky,guard
III,senior,71.0,oh,forward
III,freshman,75.0,ga,center
III,sophomore,73.0,ky,forward
II,junior,70.0,az,forward
II,freshman,68.0,ca,guard
II,sophomore,67.0,wa,guard
II,junior,66.0,ca,guard
II,junior,72.0,ca,forward
II,junior,66.0,ca,guard
II,junior,71.0,ca,forward
II,junior,70.0,international,forward
II,junior,70.0,ca,guard
II,junior,69.0,ca,guard
II,junior,66.0,other,guard
II,senior,67.0,international,guard
II,freshman,67.0,or,guard
II,sophomore,70.0,ca,forward
III,freshman,67.0,ny,guard
III,junior,63.0,nj,guard
III,junior,70.0,ny,guard
III,sophomore,71.0,ny,guard
III,senior,67.0,ny,guard
III,sophomore,63.0,ny,guard
III,freshman,71.0,ny,forward
III,senior,64.0,ny,guard
III,freshman,65.0,ny,guard
III,freshman,66.0,ny,guard
III,freshman,68.0,mo,guard
III,freshman,65.0,ny,guard
III,sophomore,63.0,international,guard
III,freshman,73.0,ny,forward
III,freshman,73.0,ny,forward
I,freshman,69.0,wa,guard
I,freshman,70.0,or,guard
I,graduate student,70.0,ca,guard
I,sophomore,75.0,tx,forward
I,freshman,69.0,wi,guard
I,graduate student,67.0,international,guard
I,senior,68.0,other,guard
I,graduate student,69.0,international,guard
I,junior,72.0,international,forward
I,junior,71.0,id,forward
I,freshman,66.0,or,guard
I,freshman,73.0,other,forward
I,freshman,69.0,ca,guard
I,freshman,70.0,international,guard
I,freshman,72.0,wa,forward
I,senior,73.0,international,forward
I,sophomore,72.0,co,guard
III,sophomore,67.0,il,guard
III,freshman,65.0,fl,guard
III,freshman,72.0,il,guard
III,sophomore,71.0,il,guard
III,sophomore,68.0,il,guard
III,senior,68.0,il,guard
III,junior,65.0,il,guard
III,freshman,71.0,in,forward
III,sophomore,69.0,il,guard
III,junior,63.0,il,guard
III,junior,68.0,mo,guard
III,junior,69.0,il,guard
III,freshman,69.0,il,guard
III,sophomore,70.0,il,guard
III,freshman,68.0,il,guard
III,freshman,63.0,il,guard
III,senior,73.0,mo,center
III,senior,66.0,il,guard
III,freshman,69.0,il,guard
III,freshman,71.0,il,forward
III,junior,72.0,il,center
III,senior,70.0,il,forward
III,freshman,70.0,international,guard
III,sophomore,72.0,il,forward
II,junior,69.0,ma,forward
II,sophomore,62.0,ma,guard
II,freshman,71.0,md,forward
II,sophomore,69.0,pa,guard
II,sophomore,66.0,nj,guard
II,sophomore,68.0,ny,guard
II,freshman,74.0,il,forward
II,graduate student,64.0,ny,guard
II,sophomore,68.0,ny,guard
II,freshman,67.0,ny,guard
II,sophomore,69.0,ny,guard
II,graduate student,67.0,ny,guard
II,junior,68.0,ny,guard
II,senior,73.0,ny,forward
I,sophomore,67.0,ok,guard
I,junior,67.0,ms,guard
I,sophomore,71.0,ca,guard
I,sophomore,69.0,tn,guard
I,graduate student,68.0,il,guard
I,freshman,74.0,ny,forward
I,senior,67.0,in,guard
I,sophomore,66.0,tx,guard
I,freshman,72.0,tn,forward
I,sophomore,73.0,il,guard
I,sophomore,67.0,ar,guard
I,sophomore,69.0,ar,guard
I,sophomore,72.0,la,forward
I,senior,75.0,tx,forward
III,freshman,69.0,il,guard
III,freshman,68.0,il,guard
III,senior,67.0,il,guard
III,junior,66.0,il,guard
III,sophomore,68.0,il,guard
III,senior,68.0,il,guard
III,freshman,70.0,il,forward
III,freshman,66.0,il,guard
III,sophomore,70.0,il,guard
III,sophomore,72.0,il,forward
III,freshman,72.0,il,guard
III,junior,72.0,il,forward
III,senior,70.0,il,forward
III,senior,68.0,il,guard
III,senior,70.0,il,forward
III,sophomore,70.0,il,guard
III,junior,75.0,il,center
III,junior,69.0,il,guard
III,junior,71.0,il,forward
III,senior,74.0,il,forward
III,freshman,72.0,il,forward
II,sophomore,69.0,ma,guard
II,freshman,68.0,tn,guard
II,junior,70.0,tn,forward
II,junior,66.0,international,guard
II,freshman,65.0,tn,guard
II,junior,70.0,tn,guard
II,freshman,65.0,tn,guard
II,senior,68.0,il,guard
II,senior,70.0,tn,guard
II,junior,68.0,tn,guard
II,senior,72.0,international,forward
II,junior,74.0,tn,forward
II,sophomore,73.0,tn,forward
II,junior,65.0,tn,guard
II,sophomore,69.0,tn,guard
II,senior,67.0,tn,guard
II,junior,70.0,tn,guard
II,freshman,65.0,tn,guard
II,freshman,69.0,ga,guard
II,sophomore,70.0,tn,guard
II,freshman,69.0,other,guard
II,freshman,70.0,tn,guard
II,senior,72.0,ca,guard
II,junior,72.0,nh,forward
II,graduate student,72.0,tn,forward
II,graduate student,67.0,tn,guard
II,sophomore,74.0,international,forward
II,junior,69.0,tx,guard
II,sophomore,67.0,tx,guard
II,sophomore,68.0,international,guard
II,freshman,69.0,or,guard
II,junior,69.0,tx,guard
II,freshman,73.0,international,guard
II,freshman,67.0,tx,guard
II,sophomore,69.0,international,guard
II,sophomore,74.0,international,forward
II,sophomore,73.0,international,guard
II,freshman,72.0,international,guard
II,sophomore,71.0,tx,forward
II,junior,73.0,international,guard
II,freshman,72.0,tx,guard
II,sophomore,73.0,international,forward
II,freshman,73.0,international,guard
III,freshman,62.0,wi,guard
III,sophomore,67.0,mn,guard
III,sophomore,65.0,mn,guard
III,sophomore,67.0,mn,guard
III,junior,68.0,mn,guard
III,freshman,68.0,mn,guard
III,freshman,73.0,mn,forward
III,sophomore,71.0,mn,guard
III,freshman,69.0,mn,guard
III,junior,68.0,mn,guard
III,sophomore,67.0,mn,guard
III,sophomore,72.0,other,forward
III,freshman,72.0,mn,forward
III,junior,70.0,mn,forward
III,junior,67.0,mi,guard
III,sophomore,65.0,mi,guard
III,freshman,66.0,mi,guard
III,senior,65.0,mi,guard
III,senior,70.0,mi,forward
III,junior,66.0,mi,guard
III,freshman,65.0,mi,guard
III,freshman,71.0,other,forward
III,sophomore,67.0,mi,guard
III,freshman,65.0,mi,guard
III,graduate student,70.0,wi,forward
III,freshman,63.0,other,guard
III,freshman,67.0,fl,guard
III,sophomore,71.0,tx,forward
III,graduate student,69.0,il,guard
III,junior,64.0,mn,guard
III,senior,65.0,mn,guard
III,graduate student,64.0,tx,guard
III,freshman,66.0,wa,guard
III,freshman,65.0,nc,guard
III,freshman,67.0,az,guard
III,junior,65.0,fl,guard
III,freshman,72.0,other,center
III,sophomore,70.0,other,forward
III,junior,68.0,ia,forward
III,junior,71.0,mn,center
III,sophomore,69.0,fl,guard
III,sophomore,67.0,other,guard
III,sophomore,67.0,pa,guard
III,freshman,62.0,md,guard
III,freshman,67.0,md,guard
III,sophomore,67.0,pa,guard
III,sophomore,66.0,pa,guard
III,freshman,69.0,fl,guard
III,freshman,62.0,pa,guard
III,freshman,68.0,pa,forward
III,sophomore,67.0,pa,guard
III,senior,69.0,mi,guard
III,sophomore,67.0,international,guard
III,senior,65.0,mi,guard
III,sophomore,68.0,in,guard
III,freshman,68.0,oh,guard
III,senior,70.0,oh,guard
III,sophomore,69.0,mi,guard
III,freshman,72.0,mi,forward
III,freshman,68.0,in,guard
III,senior,70.0,oh,guard
III,sophomore,66.0,in,guard
III,freshman,68.0,mi,guard
III,freshman,71.0,mi,guard
III,senior,73.0,mi,forward
III,sophomore,69.0,in,guard
III,sophomore,69.0,in,guard
III,freshman,74.0,in,forward
III,sophomore,73.0,oh,forward
III,junior,68.0,oh,guard
III,sophomore,73.0,mn,forward
III,sophomore,68.0,mn,guard
III,freshman,67.0,mn,guard
III,senior,66.0,mn,guard
III,junior,62.0,mn,guard
III,freshman,66.0,mn,guard
III,freshman,71.0,mn,forward
III,senior,66.0,international,guard
III,freshman,68.0,mn,guard
III,senior,67.0,ne,guard
III,junior,65.0,mn,guard
III,freshman,65.0,il,guard
III,senior,70.0,mn,guard
III,freshman,66.0,mn,guard
III,junior,69.0,mn,forward
III,junior,68.0,mn,guard
III,senior,70.0,mn,forward
III,freshman,64.0,mn,guard
III,junior,68.0,international,forward
III,sophomore,65.0,international,guard
III,freshman,68.0,mn,forward
III,sophomore,68.0,sd,guard
III,sophomore,67.0,international,guard
III,sophomore,73.0,mn,forward
III,freshman,67.0,ca,guard
III,freshman,68.0,fl,guard
III,freshman,71.0,wi,guard
III,junior,69.0,mn,guard
III,sophomore,67.0,wa,guard
III,sophomore,66.0,co,guard
III,sophomore,68.0,mn,guard
III,sophomore,70.0,international,forward
III,junior,71.0,mn,forward
III,freshman,64.0,mn,guard
III,junior,70.0,mn,forward
III,freshman,64.0,mn,guard
III,sophomore,71.0,other,forward
III,freshman,66.0,mn,guard
III,junior,64.0,mn,guard
III,freshman,70.0,wa,guard
III,freshman,66.0,mn,guard
III,sophomore,72.0,tx,forward
III,freshman,70.0,ne,forward
III,sophomore,74.0,ia,forward
III,freshman,71.0,tx,forward
III,senior,65.0,ma,guard
III,senior,67.0,ct,guard
III,junior,68.0,nj,guard
III,junior,69.0,other,guard
III,junior,64.0,md,guard
III,senior,71.0,nj,forward
III,senior,63.0,ct,guard
III,freshman,66.0,ct,guard
III,freshman,67.0,ny,guard
III,senior,72.0,ny,forward
III,freshman,67.0,md,guard
III,freshman,67.0,wa,guard
III,senior,66.0,ny,guard
III,freshman,69.0,tx,guard
II,junior,71.0,ny,forward
II,freshman,74.0,ga,forward
II,junior,67.0,fl,guard
II,junior,71.0,fl,guard
II,junior,66.0,fl,guard
II,junior,69.0,ga,forward
II,junior,70.0,fl,guard
II,graduate student,63.0,other,guard
II,junior,65.0,fl,guard
II,sophomore,69.0,fl,guard
II,junior,67.0,ga,guard
II,sophomore,71.0,fl,guard
II,graduate student,74.0,international,forward
III,junior,64.0,ga,guard
III,junior,67.0,fl,guard
III,freshman,66.0,ga,guard
III,freshman,64.0,md,guard
III,sophomore,62.0,pa,guard
III,senior,66.0,nj,guard
III,freshman,68.0,ny,guard
III,senior,67.0,pa,guard
III,sophomore,68.0,pa,guard
III,junior,64.0,pa,guard
III,freshman,70.0,other,forward
II,freshman,71.0,pa,guard
II,freshman,70.0,il,guard
II,junior,69.0,in,guard
II,sophomore,68.0,il,guard
II,sophomore,70.0,il,guard
II,freshman,66.0,il,guard
II,freshman,70.0,ia,guard
II,sophomore,64.0,oh,guard
II,freshman,69.0,oh,guard
II,junior,68.0,mo,guard
II,sophomore,68.0,wi,guard
II,junior,75.0,il,forward
II,sophomore,70.0,oh,guard
II,senior,69.0,ga,guard
II,graduate student,68.0,nc,guard
II,junior,71.0,ga,guard
II,sophomore,69.0,ga,guard
II,sophomore,68.0,ga,guard
II,senior,69.0,ga,guard
II,junior,73.0,ga,forward
II,sophomore,67.0,ga,guard
II,freshman,68.0,ga,guard
II,graduate student,68.0,ga,guard
II,freshman,72.0,ga,forward
II,sophomore,67.0,ga,guard
II,junior,67.0,ga,guard
II,senior,72.0,fl,forward
II,junior,68.0,co,guard
II,graduate student,65.0,il,guard
II,sophomore,67.0,tx,guard
II,sophomore,70.0,sd,guard
II,graduate student,70.0,ny,forward
II,freshman,67.0,international,guard
II,junior,71.0,az,guard
II,sophomore,67.0,ks,guard
II,freshman,69.0,ks,guard
II,senior,68.0,ks,guard
II,sophomore,65.0,tx,guard
II,senior,70.0,ks,guard
II,sophomore,69.0,ia,guard
II,sophomore,75.0,ks,forward
II,junior,73.0,international,forward
II,freshman,71.0,tx,guard
II,freshman,73.0,international,center
II,senior,72.0,ks,center
II,freshman,69.0,ca,forward
II,senior,68.0,ca,guard
II,senior,65.0,ca,guard
II,sophomore,69.0,ca,guard
II,sophomore,72.0,ca,forward
II,senior,70.0,ca,forward
II,junior,66.0,ca,guard
II,sophomore,68.0,ca,guard
II,freshman,67.0,ca,guard
II,sophomore,70.0,az,forward
II,freshman,74.0,ca,forward
II,senior,68.0,ca,guard
II,freshman,72.0,ca,center
II,senior,67.0,ca,guard
II,sophomore,67.0,ca,guard
II,freshman,64.0,ca,guard
II,sophomore,67.0,ca,guard
II,sophomore,73.0,ca,center
II,junior,72.0,ca,forward
II,freshman,64.0,pa,guard
II,freshman,69.0,international,guard
II,junior,65.0,pa,guard
II,freshman,69.0,pa,guard
II,graduate student,70.0,pa,forward
II,senior,70.0,pa,guard
II,sophomore,66.0,pa,guard
II,freshman,69.0,pa,guard
II,freshman,74.0,va,forward
II,freshman,68.0,pa,guard
II,senior,72.0,pa,guard
II,junior,73.0,pa,forward
II,freshman,70.0,ny,forward
II,freshman,67.0,international,guard
II,freshman,67.0,pa,guard
II,junior,71.0,pa,forward
II,freshman,73.0,international,forward
II,freshman,70.0,pa,guard
II,sophomore,72.0,pa,guard
III,freshman,70.0,pa,forward
III,sophomore,63.0,pa,guard
III,sophomore,69.0,pa,guard
III,senior,68.0,pa,guard
III,junior,63.0,pa,guard
III,sophomore,64.0,pa,guard
III,freshman,74.0,pa,forward
III,freshman,68.0,pa,guard
III,freshman,62.0,tx,guard
III,freshman,70.0,pa,guard
III,freshman,68.0,pa,guard
III,junior,69.0,pa,guard
III,freshman,69.0,pa,guard
III,senior,74.0,pa,center
III,senior,71.0,pa,forward
III,junior,73.0,oh,forward
III,junior,66.0,ny,guard
III,freshman,68.0,ny,forward
III,junior,64.0,ca,guard
III,sophomore,67.0,ny,guard
III,sophomore,67.0,ny,guard
III,sophomore,65.0,ny,guard
III,sophomore,68.0,ny,guard
III,sophomore,66.0,ny,guard
III,junior,69.0,ny,guard
III,freshman,75.0,ny,forward
III,sophomore,74.0,ny,forward
III,sophomore,69.0,ny,guard
III,sophomore,65.0,ny,guard
III,sophomore,62.0,ny,guard
III,freshman,70.0,ny,forward
III,freshman,65.0,nc,guard
III,junior,64.0,tx,guard
III,freshman,64.0,ca,guard
III,junior,66.0,oh,guard
III,sophomore,68.0,az,forward
III,freshman,61.0,az,guard
III,freshman,70.0,international,forward
III,sophomore,73.0,ca,center
III,junior,62.0,ca,guard
III,sophomore,64.0,nc,guard
III,sophomore,67.0,oh,forward
III,junior,68.0,nh,forward
III,freshman,67.0,ny,guard
III,sophomore,65.0,mi,guard
III,freshman,67.0,oh,forward
III,sophomore,68.0,wv,guard
III,sophomore,65.0,az,guard
III,sophomore,67.0,pa,guard
III,freshman,66.0,pa,guard
III,freshman,70.0,oh,forward
III,sophomore,63.0,ny,guard
III,freshman,64.0,ny,guard
III,freshman,63.0,ny,guard
III,freshman,66.0,ct,guard
III,senior,66.0,ma,guard
III,junior,74.0,ma,forward
III,sophomore,68.0,pa,guard
III,freshman,73.0,ny,forward
III,senior,71.0,ny,forward
III,freshman,70.0,ca,forward
III,sophomore,71.0,ct,forward
III,junior,71.0,ny,guard
III,freshman,67.0,nh,guard
III,sophomore,67.0,pa,guard
III,freshman,64.0,pa,guard
III,freshman,66.0,ny,guard
III,senior,61.0,pa,guard
III,junior,67.0,pa,guard
III,senior,66.0,pa,guard
III,senior,68.0,pa,guard
III,junior,69.0,nj,guard
III,senior,67.0,pa,guard
III,graduate student,66.0,pa,guard
III,freshman,69.0,pa,guard
III,junior,70.0,pa,forward
III,sophomore,72.0,pa,forward
III,senior,71.0,pa,forward
III,junior,73.0,pa,forward
III,freshman,66.0,nj,guard
III,freshman,66.0,nj,guard
III,sophomore,67.0,nj,guard
III,freshman,62.0,ny,guard
III,sophomore,71.0,ny,forward
III,junior,65.0,pa,guard
III,senior,67.0,nj,guard
III,junior,68.0,nj,guard
III,junior,71.0,nj,guard
III,freshman,70.0,nj,guard
III,junior,65.0,pa,guard
III,freshman,71.0,ny,guard
III,graduate student,70.0,nj,forward
III,freshman,72.0,nj,forward
III,sophomore,63.0,pa,guard
III,junior,62.0,fl,guard
III,freshman,68.0,international,forward
III,senior,68.0,pa,forward
III,junior,69.0,fl,guard
III,senior,68.0,va,guard
III,junior,68.0,fl,forward
III,sophomore,64.0,md,guard
III,freshman,72.0,pa,forward
III,sophomore,69.0,pa,guard
III,sophomore,70.0,pa,forward
III,junior,66.0,pa,guard
II,junior,65.0,tx,guard
II,freshman,68.0,tx,guard
II,freshman,67.0,tx,guard
II,sophomore,68.0,tx,guard
II,freshman,67.0,tx,guard
II,sophomore,65.0,tx,guard
II,sophomore,73.0,tx,forward
II,freshman,70.0,international,forward
II,sophomore,66.0,tx,guard
II,sophomore,69.0,tx,forward
II,junior,67.0,tx,guard
II,sophomore,69.0,tx,guard
II,freshman,72.0,tx,forward
II,junior,73.0,other,center
II,senior,74.0,pa,forward
II,sophomore,74.0,tx,forward
II,freshman,68.0,ga,guard
II,sophomore,67.0,international,guard
II,junior,65.0,international,guard
II,sophomore,70.0,fl,guard
II,sophomore,65.0,fl,guard
II,sophomore,64.0,fl,guard
II,freshman,68.0,ga,guard
II,senior,71.0,fl,forward
II,freshman,73.0,oh,forward
II,sophomore,72.0,fl,center
II,freshman,72.0,pa,forward
II,sophomore,72.0,mi,forward
II,freshman,73.0,ga,center
II,junior,67.0,al,guard
II,senior,69.0,al,guard
II,freshman,66.0,international,guard
II,sophomore,66.0,al,guard
II,senior,67.0,al,guard
II,junior,68.0,al,guard
II,junior,67.0,ga,guard
II,junior,69.0,international,guard
II,junior,67.0,al,guard
II,junior,72.0,international,forward
II,sophomore,71.0,al,guard
I,sophomore,70.0,ut,guard
I,sophomore,70.0,ut,guard
I,freshman,69.0,ut,guard
I,freshman,72.0,wa,forward
I,senior,70.0,id,guard
I,senior,69.0,international,guard
I,freshman,66.0,wa,guard
I,senior,68.0,ut,guard
I,senior,69.0,ut,guard
I,freshman,66.0,ut,guard
I,junior,71.0,ut,forward
I,sophomore,74.0,ut,forward
I,junior,73.0,ut,forward
I,freshman,72.0,wa,forward
II,junior,66.0,international,guard
II,junior,74.0,wa,forward
II,sophomore,67.0,tn,guard
II,junior,68.0,tx,guard
II,graduate student,66.0,ms,guard
II,freshman,69.0,ar,guard
II,sophomore,69.0,tx,forward
II,graduate student,68.0,tn,guard
II,junior,69.0,ok,guard
II,sophomore,75.0,tn,forward
II,graduate student,68.0,tx,guard
II,junior,70.0,ar,forward
II,sophomore,68.0,ar,guard
II,sophomore,72.0,tx,forward
III,junior,70.0,tn,guard
III,freshman,63.0,la,guard
III,junior,68.0,ga,guard
III,junior,64.0,la,guard
III,sophomore,69.0,wa,guard
III,freshman,70.0,co,guard
III,junior,71.0,tn,forward
III,freshman,72.0,ga,forward
III,senior,67.0,sc,guard
III,senior,67.0,wa,guard
III,senior,66.0,tx,guard
III,sophomore,69.0,ms,forward
III,sophomore,66.0,tn,guard
III,freshman,73.0,fl,forward
III,freshman,72.0,fl,forward
III,sophomore,71.0,ga,forward
III,junior,69.0,nj,forward
III,graduate student,70.0,pa,forward
III,junior,67.0,pa,guard
III,freshman,64.0,pa,guard
III,senior,69.0,nj,forward
III,sophomore,70.0,nj,forward
III,sophomore,66.0,pa,guard
III,freshman,66.0,nj,guard
